SystemDate,AccountNumber,OfficeRR,Currency,SecurityType,Symbol,CUSIP,Sedol,SecurityDescription,TodayUnrealizedPL,TodayRealizedPL,TodayCouponInterest,TodayFundingInterest,TodayTotalPL,MTDUnrealizedPL,MTDRealizedPL,MTDCouponInterest,MTDFundingInterest,MTDTotalPL
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,798189FS0,,SAN JOSE EVERGREEN CALIF CMNTY GO BDS                   B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,798458VF9,,SAN LEANDRO CALIF UNI SCH DIST REF GO BDS               2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,799017RU4,,SAN MATEO CALIF UN HIGH SCH DI GO REF BDS               2016C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,799017WM6,,SAN MATEO CALIF UN HIGH SCH DI ELECTION 2020 GO BDS     A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,799017WV6,,SAN MATEO CALIF UN HIGH SCH DI ELECTION 2020 GO BDS     A,0.0,0.0,0.0,0.0,0.0,0.0,353.6,0.0,0.0,353.6
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,79904NHH6,,SAN MATEO CNTY CALIF JT PWRS F BDS                      2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,799055TU2,,SAN MATEO FOSTER CITY CALIF SC ELECTION 2020 GO BDS     B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,799369GN7,,SAN RAMON CALIF CTFS PARTN COPS                     2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,799400DY9,,SAN RAMON VALLEY CALIF FIRE PR CTFS PARTN               2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,801155PE6,,SANTA ANA CALIF UNI SCH DIST GO CAB BDS               2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,801155RF1,,SANTA ANA CALIF UNI SCH DIST SCH DIST BDS             2009B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,80131RAH7,,SANTA BARBARA CALIF SECONDARY GO SCH BDS               2011A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,801323CY0,,SANTA BARBARA CNTY CALIF COLLE SCH DIST BDS             2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,801495X80,,SANTA CLARA CALIF UNI SCH DIST ELECTION OF 2018 GO BDS  2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,801546QH8,,SANTA CLARA CNTY CALIF GO REF BDS               2017,79.65,0.0,56.25,0.0,135.9,-526.5,0.0,187.5,0.0,-339.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,801577MB0,,SANTA CLARA CNTY CALIF FING AU BDS                      2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,80169PDB6,,SANTA CLARITA CALIF PUB FING A LEASE REV BDS            2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,802437FA6,,SANTA MONICA CALIF PUB FING AU REF BDS                  2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,802490AK8,,SANTA MONICA CALIF WTR ENTERPR BDS                      2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,802853KN0,,SANTEE CALIF SCH DIST GO BDS                   E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,802853KZ3,,SANTEE CALIF SCH DIST GO BDS                   E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,804237BU8,,SAUGUS CALIF UN SCH DIST SCH F ELECTION GO BDS          C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,80467PAY8,,SAVANNA CALIF ELEM SCH DIST GO BDS                   2009A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,816547HS5,,SELMA CALIF UNI SCH DIST ELECTION 2016 GO BDS     2020C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,825198ET7,,SHORELINE UNI SCH DIST CALIF GO BDS                   A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,828641UG3,,SIMI VALLEY CALIF UNI SCH DIST GO BDS                   2007C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,834120ER4,,SOLANA BEACH CALIF SCH DIST FACS IMPT GO BDS         B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,83421JEY7,,SOLEDAD CALIF UNI SCH DIST 2018 ELECTION GO BDS     2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,835631NC2,,SONOMA VALLEY CALIF UNI SCH DI ELECTION 2016 GO BDS     2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,836562B23,,SOUTH BEND IND REDEV AUTH LEAS RENT BDS                 2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,83887TCE8,,SOUTH MONTEREY CNTY CALIF JT U ELECTION 2018 GO BDS     B,0.0,0.0,0.0,0.0,0.0,0.0,470.0,0.0,0.0,470.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,842469BH0,,SOUTHERN CALIF PUB PWR AUTH SO BDS                      2023-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,843257DT0,,SOUTHERN KERN CALIF UNI SCH DI GO BDS                   2010B,0.0,0.0,0.0,0.0,0.0,0.0,1320.0,0.0,0.0,1320.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,845389PQ2,,SOUTHWESTERN CMNTY COLLEGE DIS ELECTION OF 2016 GO BDS  2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,89602HFU6,,TRIBOROUGH BRDG & TUNL AUTH N SR LIEN BDS              2023B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,89602N7K4,,TRIBOROUGH BRDG & TUNL AUTH N GEN REV REF BDS          B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,899087BD1,,TULARE CALIF CITY SCH DIST CTF REF COPS                 2016A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,89915CBJ8,,TULARE CNTY CALIF TRANSN AUTH LTD TAX BDS              2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,900190HU6,,TURLOCK CALIF IRR DIST REV FIRST PRIORITY SUB REV R 2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,90020MBN7,,TURLOCK CALIF PUB FING AUTH WT REV BDS                  2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,90020MBS6,,TURLOCK CALIF PUB FING AUTH WT REV BDS                  2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,90171TBL3,,TWIN RIVERS UNI SCH DIST CALIF GO BDS                   SERIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,904113CC9,,UMATILLA CNTY ORE SCH DIST NO GO BDS                   2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,906573LS7,,UNION ELEM SCH DIST CALIF GO ELECTION 2022 BDS     A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Treasury Notes,,91282CEP2,BPSLLY0,US TREAS NOTE 9 YEAR 10 MONTH MATURITY 05/15/32,0.0,-0.0001,0.0,0.0,-0.0001,0.0,-0.0001,0.0,0.0,-0.0001
10/20/2023,66TX99DJ,TX52,USD,Treasury Notes,,91282CFF3,BQHM4D1,US TREAS NOTE 9 YEAR 10MONTH MATURITY 08/15/32,0.0,-0.0001,0.0,0.0,-0.0001,0.0,-0.0001,0.0,0.0,-0.0001
10/20/2023,66TX99DJ,TX52,USD,Treasury Notes,,91282CGM7,BQXLPX9,US TREAS NTS 9 YEAR 10 MONTH MATURITY 02/15/33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Treasury Notes,,91282CHC8,BQYLTK3,US TREAS NOTE 9 YEAR 10 MONTH MATURITY 05/15/33,-14414.6875,10820.3125,-206.3519,0.0,-3800.7269,4918.4375,10820.3125,-825.4079,0.0,14913.3421
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,91412G3N3,,UNIVERSITY CALIF REVS GEN REV BDS              2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,91412G3R4,,UNIVERSITY CALIF REVS GEN REV BDS              2017,0.0,0.0,0.0,0.0,0.0,0.0,2615.0,55.5556,0.0,2670.5556
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,91412HCK7,,UNIVERSITY CALIF REVS LTD PROJ BDS             2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,91412HQA4,,UNIVERSITY CALIF REVS GEN REGT  BDS 2023 BQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,919173ED2,,VALLECITO CALIF UN SCH DIST ELECTION 2018 GO BDS     A,0.0,0.0,0.0,0.0,0.0,0.0,-3.3,15.2778,0.0,11.9778
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,921067JK1,,VAN DYKE MICH PUB SCHS GO ULTD REF BDS          2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,924166LE9,,VERMONT EDL & HEALTH BLDGS FIN BDS                      2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,92603PDM1,,VICTOR VALLEY CALIF CMNTY COLL GO SCHOOL BDS            2008C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,927418AZ6,,VINELAND SCH DIST CALIF GO BDS                   2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,937416CR4,,WASHINGTON CALIF UNI SCH DIST COPS                     2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,937416CW3,,WASHINGTON CALIF UNI SCH DIST COPS                     2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,949289PM8,,WELD CNTY COLO SCH DIST NO 006 GO BDS                   2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,9523473Z3,,WEST CONTRA COSTA CALIF UNI SC GO ELECTION 2012 BDS     2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,95236EAK1,,WEST CNTY FACS FING AUTH CALIF BDS                      2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,956101EG0,,WEST SONOMA CNTY CALIF UN HIGH GO BDS                   2011-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,960621JG6,,WESTMINSTER CALIF SCH DIST ELECTION 2016 GO BDS     2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,973517JG1,,WINDSOR CALIF UNI SCH DIST 2008 ELECTION GO BDS     D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,973899FZ5,,WINFIELD ILL PK DIST GO BDS                   2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,97705MGV1,,WISCONSIN ST GO REF BDS               2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,98024FAL6,,WOODSIDE CALIF FIRE PROTN DIST COPS                     2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,987388DH5,,YOSEMITE CALIF CMNTY COLLEGE D GO BDS                   2010D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DJ,TX52,USD,Municipal Bonds,,98840BAJ2,,YUCAIPA VY CALIF WTR DIST FING BDS                      2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DS,TX14,USD,Municipal Bonds,,267040HC0,,DUTCHESS CNTY N Y PUB IMPT-SER B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DS,TX14,USD,Treasury Notes,,91282CDY4,BM96PV8,US TREAS NTS 9YR 10MONTH MATURITY 021532,0.457,0.0,0.0153,0.0,0.4723,-1.871,0.0,0.1122,0.0,-1.7588
10/20/2023,66TX99DW,TX60,USD,Treasury Notes,,168863DX3,,CHILE REP 2.750% 01/31/27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DW,TX60,USD,Convertible Corporate Bonds,,594972AC5,BMF5CD0,MICROSTRATEGY INC 0.750% 12/15/25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99DW,TX60,USD,Corporate Bonds,,91087BAS9,,UNITED MEXICAN STATES SR GLBL NT4.4%52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99EG,TX02,USD,Municipal Bonds,,74526QZS4,,PUERTO RICO ELEC PWR AUTH PWR TAXABLE REV BDS          SER E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99EG,TX02,USD,Municipal Bonds,,786091AE8,,SACRAMENTO CNTY CALIF PENSION TAXABLE PENSION REF BDS  2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,00084DBB5,,ABN AMRO BANK N.V. VAR 09/18/27 RULE 144A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,009158BF2,BPYT0B8,AIR PRODS & CHEMS INC NT SR NT 4.8%33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,02005NBS8,BMZPG72,ALLY FINL INC SUB NT SUB NT 6.7%33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,025816DH9,BS2K9F1,AMERICAN EXPRESS CO SR NT 5.282%29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,025816DJ5,BS3BCX2,AMERICAN EXPRESS CO SR FLT NT 27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,045054AR4,BM8K146,ASHTEAD CAP INC SR 144A NT 33 RULE 144A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,055451AZ1,BQQ7HC7,BHP BILLITON FIN USA LTD 4.750% 02/28/28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,05571AAS4,,BPCE VAR 10/19/34 RULE 144A,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,200.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,05964HAU9,BRF3T61,BANCO SANTANDER S.A. SR COCO 28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,06051GLS6,BNNJDQ1,BANK AMER CORP SR NT FXD/FLTG FR 5.819%091529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,06407EAG0,,BANK NEW ZEALAND 0.000% 02/07/28 RULE 144A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,06417XAN1,,BANK NOVA SCOTIA B C SR MEDIUM  NT SER I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,06675FBB2,,BANQUE FED DU CRED MUTUEL 5.790% 07/13/28 RULE 144A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,12189LBK6,BRBD9B0,BURLINGTON NORTHN SANTA FE CP 5.200% 04/15/54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,12505BAG5,BRV2JQ2,CBRE SVCS INC SR NT SR NT 5.95%34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,126650EA4,BQ0MLF9,CVS HEALTH CORP FORMERLY CVS C AREMARK CORP TO 09 /03/2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,13607LNG4,,CANADIAN IMPERIAL BK COMM TORO NTO BRH NT FLG RATE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,14040HCX1,BPQV3L3,CAPITAL ONE FINL CORP SR NT FX D/FLTG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,14040HCY9,BPQT8D4,CAPITAL ONE FINL CORP SR NT FX D/FLTG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,15189XBD9,BS99Y01,CENTERPOINT ENERGY HOUSTON ELE C LLC GEN MTG BD SER AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,17325FAZ1,BRRD710,CITIBANK N A SR FLT NT 25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,17325FBB3,BRRD6Y6,CITIBANK N A SR GLBL NT 28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,17327CAR4,BMJ0DB6,CITIGROUP INC SUB GLBL NT 34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,17888HAB9,BRT75V6,CIVITAS RES INC SR 144A NT 31 RULE 144A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,20826FBG0,BQD1VB9,CONOCOPHILLIPS 5.550% 03/15/54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,20826FBH8,BQD1VC0,CONOCOPHILLIPS 5.700% 09/15/63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,225401BG2,,UBS GROUP AG SR 144A NT 34 RULE 144A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,233853AT7,BPSK9N2,DAIMLER TRUCKS FINANCE NORTH A MERICA LLC RULE 144A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,233853AU4,BRZW140,DAIMLER TRUCKS FINANCE NORTH A MERICA LLC RULE 144A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,25243YBN8,BRBS443,DIAGEO CAPITAL PLC SR NT 5.625%33,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,200.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,256677AN5,BRBK319,DOLLAR GENERAL CORP SR NT 5.2%28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,26441CBZ7,BR87B08,DUKE ENERGY CORP NEW SR NT SR GLBL NT 33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,26442CBJ2,BQ0N1H4,DUKE ENERGY CAROLINAS LLC 4.950% 01/15/33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,28504KAA5,,ELECTRICITE DE FRANCE SA VAR 06/08/73 RULE 144A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,286181AH5,,ELEMENT FLEET MANAGEMENT SR 144A NT 26 RULE 144A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,29103CAA6,BPLP3M1,EMERALD DEBT MERGER SUB LLC 6.625% 12/15/30 RULE 144A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,29250NBS3,,ENBRIDGE INC VAR 01/15/84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,29250NBT1,,ENBRIDGE INC VAR 01/15/84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,29379VCD3,BQD01K5,ENTERPRISE PRODS OPER LLC GTD SR NT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,302491AY1,BNDT811,FMC CORP 6.375% 05/18/53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,335934AU9,,FIRST QUANTUM MINERALS LTD FOR MERLY FIRST QUANTU M VENTURES RULE 144A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,345397C43,BQ0N1K7,FORD MOTOR CREDIT COMPANY 0.000% 03/06/26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,34964CAH9,BS08G01,FORTUNE BRANDS HOME & SEC INC SR NT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,373334KS9,BQPF7T9,GEORGIA PWR CO SR -2023B NT 28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66TX99FI,TX26,USD,Corporate Bonds,,37959GAD9,BRRH8V9,GLOBAL ATLANTIC FIN CO SR 144A NT 33 RULE 144A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
